consumer_price_index_item,month_of_forecast,year_of_forecast,year_being_forecast,attribute,forecast_percent_change
Nonalcoholic beverages,May,2007,2007,Upper bound of forecast range,3.5
Nonalcoholic beverages,June,2007,2007,Lower bound of forecast range,3.0
Nonalcoholic beverages,June,2007,2007,Upper bound of forecast range,4.0
Nonalcoholic beverages,July,2007,2007,Lower bound of forecast range,3.0
Nonalcoholic beverages,July,2007,2007,Upper bound of forecast range,4.0
Nonalcoholic beverages,August,2007,2007,Lower bound of forecast range,3.0
Nonalcoholic beverages,August,2007,2007,Upper bound of forecast range,4.0
Nonalcoholic beverages,February,2007,2007,Upper bound of forecast range,3.0
Cereals and bakery products,June,2007,2007,Lower bound of forecast range,3.0
Cereals and bakery products,May,2007,2007,Upper bound of forecast range,4.0
Cereals and bakery products,May,2007,2007,Lower bound of forecast range,3.0
Sugar and sweets,February,2007,2007,Upper bound of forecast range,3.5
Sugar and sweets,March,2007,2007,Lower bound of forecast range,3.0
Sugar and sweets,March,2007,2007,Upper bound of forecast range,4.0
Sugar and sweets,April,2007,2007,Lower bound of forecast range,3.0
Sugar and sweets,April,2007,2007,Upper bound of forecast range,4.0
Sugar and sweets,May,2007,2007,Lower bound of forecast range,3.0
Sugar and sweets,May,2007,2007,Upper bound of forecast range,4.0
Sugar and sweets,June,2007,2007,Lower bound of forecast range,3.0
Sugar and sweets,June,2007,2007,Upper bound of forecast range,4.0
Sugar and sweets,July,2007,2007,Lower bound of forecast range,3.0
Sugar and sweets,July,2007,2007,Upper bound of forecast range,4.0
Sugar and sweets,August,2007,2007,Lower bound of forecast range,3.0
Sugar and sweets,August,2007,2007,Upper bound of forecast range,4.0
Sugar and sweets,September,2007,2007,Lower bound of forecast range,3.0
Sugar and sweets,September,2007,2007,Upper bound of forecast range,4.0
Sugar and sweets,October,2007,2007,Lower bound of forecast range,3.0
Sugar and sweets,October,2007,2007,Upper bound of forecast range,4.0
Sugar and sweets,November,2007,2007,Lower bound of forecast range,3.0
Sugar and sweets,November,2007,2007,Upper bound of forecast range,4.0
Cereals and bakery products,January,2007,2007,Lower bound of forecast range,2.5
Cereals and bakery products,January,2007,2007,Upper bound of forecast range,3.5
Cereals and bakery products,February,2007,2007,Lower bound of forecast range,2.5
Cereals and bakery products,February,2007,2007,Upper bound of forecast range,3.5
Cereals and bakery products,March,2007,2007,Lower bound of forecast range,3.0
Cereals and bakery products,March,2007,2007,Upper bound of forecast range,4.0
Cereals and bakery products,April,2007,2007,Lower bound of forecast range,3.0
Cereals and bakery products,April,2007,2007,Upper bound of forecast range,4.0
Sugar and sweets,January,2007,2007,Upper bound of forecast range,3.5
Meats,April,2007,2007,Lower bound of forecast range,0.0
Meats,March,2007,2007,Upper bound of forecast range,1.0
Meats,March,2007,2007,Lower bound of forecast range,0.0
Pork,August,2007,2007,Lower bound of prediction interval,1.1
Pork,July,2007,2007,Upper bound of prediction interval,5.5
Pork,July,2007,2007,Mid point of prediction interval,3.3
Pork,July,2007,2007,Lower bound of prediction interval,1.0
Pork,June,2007,2007,Upper bound of prediction interval,5.2
Pork,June,2007,2007,Mid point of prediction interval,2.5
Pork,June,2007,2007,Lower bound of prediction interval,-0.3
Pork,May,2007,2007,Upper bound of prediction interval,2.7
Pork,May,2007,2007,Mid point of prediction interval,-0.5
Pork,May,2007,2007,Lower bound of prediction interval,-3.6
Pork,April,2007,2007,Upper bound of prediction interval,5.3
Pork,April,2007,2007,Mid point of prediction interval,1.3
Pork,August,2007,2007,Mid point of prediction interval,2.8
Pork,April,2007,2007,Lower bound of prediction interval,-2.4
Pork,March,2007,2007,Mid point of prediction interval,-0.8
Pork,March,2007,2007,Lower bound of prediction interval,-5.1
Pork,February,2007,2007,Upper bound of prediction interval,5.3
Pork,February,2007,2007,Mid point of prediction interval,0.0
Pork,February,2007,2007,Lower bound of prediction interval,-5.0
Pork,January,2007,2007,Upper bound of prediction interval,5.4
Pork,January,2007,2007,Mid point of prediction interval,-0.7
Pork,January,2007,2007,Lower bound of prediction interval,-6.4
Beef and veal,December,2007,2007,Upper bound of prediction interval,4.8
Beef and veal,December,2007,2007,Mid point of prediction interval,4.5
Beef and veal,December,2007,2007,Lower bound of prediction interval,4.3
Beef and veal,November,2007,2007,Upper bound of prediction interval,4.8
Pork,March,2007,2007,Upper bound of prediction interval,3.8
Beef and veal,November,2007,2007,Mid point of prediction interval,4.4
Pork,August,2007,2007,Upper bound of prediction interval,4.5
Pork,September,2007,2007,Mid point of prediction interval,2.5
Other meats,June,2007,2007,Lower bound of prediction interval,1.4
Other meats,May,2007,2007,Upper bound of prediction interval,4.1
Other meats,May,2007,2007,Mid point of prediction interval,2.6
Other meats,May,2007,2007,Lower bound of prediction interval,1.2
Other meats,April,2007,2007,Upper bound of prediction interval,4.5
Other meats,April,2007,2007,Mid point of prediction interval,2.8
Other meats,April,2007,2007,Lower bound of prediction interval,1.1
Other meats,March,2007,2007,Upper bound of prediction interval,4.5
Other meats,March,2007,2007,Mid point of prediction interval,2.5
Other meats,March,2007,2007,Lower bound of prediction interval,0.6
Other meats,February,2007,2007,Upper bound of prediction interval,6.5
Other meats,February,2007,2007,Mid point of prediction interval,4.2
Pork,September,2007,2007,Lower bound of prediction interval,1.2
Other meats,February,2007,2007,Lower bound of prediction interval,2.0
Other meats,January,2007,2007,Mid point of prediction interval,3.3
Other meats,January,2007,2007,Lower bound of prediction interval,0.9
Pork,December,2007,2007,Upper bound of prediction interval,2.3
Pork,December,2007,2007,Mid point of prediction interval,2.1
Pork,December,2007,2007,Lower bound of prediction interval,1.9
Pork,November,2007,2007,Upper bound of prediction interval,2.9
Pork,November,2007,2007,Mid point of prediction interval,2.4
Pork,November,2007,2007,Lower bound of prediction interval,1.9
Pork,October,2007,2007,Upper bound of prediction interval,3.1
Pork,October,2007,2007,Mid point of prediction interval,2.2
Pork,October,2007,2007,Lower bound of prediction interval,1.4
Pork,September,2007,2007,Upper bound of prediction interval,3.7
Other meats,January,2007,2007,Upper bound of prediction interval,5.9
Beef and veal,November,2007,2007,Lower bound of prediction interval,3.9
Beef and veal,October,2007,2007,Upper bound of prediction interval,5.6
Beef and veal,October,2007,2007,Mid point of prediction interval,4.8
Meats,November,2007,2007,Upper bound of prediction interval,3.7
Meats,November,2007,2007,Mid point of prediction interval,3.4
Meats,November,2007,2007,Lower bound of prediction interval,3.0
Meats,October,2007,2007,Upper bound of prediction interval,3.9
Meats,October,2007,2007,Mid point of prediction interval,3.4
Meats,October,2007,2007,Lower bound of prediction interval,2.8
Meats,September,2007,2007,Upper bound of prediction interval,4.2
Meats,September,2007,2007,Mid point of prediction interval,3.4
Meats,September,2007,2007,Lower bound of prediction interval,2.6
Meats,August,2007,2007,Upper bound of prediction interval,4.4
Meats,August,2007,2007,Mid point of prediction interval,3.4
Meats,August,2007,2007,Lower bound of prediction interval,2.3
Meats,December,2007,2007,Lower bound of prediction interval,3.2
Meats,July,2007,2007,Upper bound of prediction interval,5.7
Meats,July,2007,2007,Lower bound of prediction interval,2.7
Meats,June,2007,2007,Upper bound of prediction interval,5.9
Meats,June,2007,2007,Mid point of prediction interval,4.0
Meats,June,2007,2007,Lower bound of prediction interval,2.3
Meats,May,2007,2007,Upper bound of prediction interval,5.4
Meats,May,2007,2007,Mid point of prediction interval,3.2
Meats,May,2007,2007,Lower bound of prediction interval,1.0
Meats,April,2007,2007,Upper bound of prediction interval,6.2
Meats,April,2007,2007,Mid point of prediction interval,3.5
Meats,April,2007,2007,Lower bound of prediction interval,1.0
Meats,March,2007,2007,Upper bound of prediction interval,4.6
Meats,March,2007,2007,Mid point of prediction interval,1.6
Meats,July,2007,2007,Mid point of prediction interval,4.2
Meats,December,2007,2007,Mid point of prediction interval,3.3
Meats,December,2007,2007,Upper bound of prediction interval,3.5
Beef and veal,January,2007,2007,Lower bound of prediction interval,-3.6
Beef and veal,October,2007,2007,Lower bound of prediction interval,4.0
Beef and veal,September,2007,2007,Upper bound of prediction interval,5.7
Beef and veal,September,2007,2007,Mid point of prediction interval,4.5
Beef and veal,September,2007,2007,Lower bound of prediction interval,3.4
Beef and veal,August,2007,2007,Upper bound of prediction interval,6.0
Beef and veal,August,2007,2007,Mid point of prediction interval,4.4
Beef and veal,August,2007,2007,Lower bound of prediction interval,2.8
Beef and veal,July,2007,2007,Upper bound of prediction interval,7.3
Beef and veal,July,2007,2007,Mid point of prediction interval,5.1
Dairy products,December,2007,2008,Lower bound of forecast range,2.0
Beef and veal,June,2007,2007,Upper bound of prediction interval,7.7
Beef and veal,June,2007,2007,Mid point of prediction interval,5.0
Beef and veal,June,2007,2007,Lower bound of prediction interval,2.4
Beef and veal,May,2007,2007,Upper bound of prediction interval,8.9
Beef and veal,May,2007,2007,Mid point of prediction interval,5.7
Beef and veal,May,2007,2007,Lower bound of prediction interval,2.6
Beef and veal,April,2007,2007,Upper bound of prediction interval,8.1
Beef and veal,April,2007,2007,Mid point of prediction interval,4.3
Beef and veal,April,2007,2007,Lower bound of prediction interval,0.7
Beef and veal,March,2007,2007,Upper bound of prediction interval,7.7
Beef and veal,March,2007,2007,Mid point of prediction interval,3.3
Beef and veal,March,2007,2007,Lower bound of prediction interval,-0.8
Beef and veal,February,2007,2007,Upper bound of prediction interval,7.1
Beef and veal,February,2007,2007,Mid point of prediction interval,2.2
Beef and veal,February,2007,2007,Lower bound of prediction interval,-2.5
Beef and veal,January,2007,2007,Upper bound of prediction interval,7.2
Beef and veal,January,2007,2007,Mid point of prediction interval,1.5
Other meats,June,2007,2007,Mid point of prediction interval,2.6
Other meats,June,2007,2007,Upper bound of prediction interval,3.9
Other meats,July,2007,2007,Lower bound of prediction interval,1.7
Other meats,July,2007,2007,Mid point of prediction interval,2.7
Fish and seafood,December,2007,2007,Mid point of prediction interval,4.6
Fish and seafood,December,2007,2007,Lower bound of prediction interval,4.4
Fish and seafood,November,2007,2007,Upper bound of prediction interval,4.9
Fish and seafood,November,2007,2007,Mid point of prediction interval,4.6
Fish and seafood,November,2007,2007,Lower bound of prediction interval,4.3
Fish and seafood,October,2007,2007,Upper bound of prediction interval,4.9
Fish and seafood,October,2007,2007,Mid point of prediction interval,4.4
Fish and seafood,October,2007,2007,Lower bound of prediction interval,4.0
Fish and seafood,September,2007,2007,Upper bound of prediction interval,5.2
Fish and seafood,September,2007,2007,Mid point of prediction interval,4.6
Fish and seafood,September,2007,2007,Lower bound of prediction interval,4.0
Fish and seafood,August,2007,2007,Upper bound of prediction interval,5.5
Fish and seafood,December,2007,2007,Upper bound of prediction interval,4.8
Fish and seafood,August,2007,2007,Mid point of prediction interval,4.7
Fish and seafood,July,2007,2007,Upper bound of prediction interval,6.0
Fish and seafood,July,2007,2007,Mid point of prediction interval,5.0
Fish and seafood,July,2007,2007,Lower bound of prediction interval,4.0
Fish and seafood,June,2007,2007,Upper bound of prediction interval,5.8
Fish and seafood,June,2007,2007,Mid point of prediction interval,4.7
Fish and seafood,June,2007,2007,Lower bound of prediction interval,3.5
Fish and seafood,May,2007,2007,Upper bound of prediction interval,5.4
Fish and seafood,May,2007,2007,Mid point of prediction interval,4.0
Fish and seafood,May,2007,2007,Lower bound of prediction interval,2.7
Fish and seafood,April,2007,2007,Upper bound of prediction interval,5.0
Fish and seafood,April,2007,2007,Mid point of prediction interval,3.4
Fish and seafood,April,2007,2007,Lower bound of prediction interval,1.8
Fish and seafood,August,2007,2007,Lower bound of prediction interval,3.9
Eggs,January,2007,2007,Lower bound of prediction interval,-1.9
Eggs,January,2007,2007,Mid point of prediction interval,16.6
Eggs,January,2007,2007,Upper bound of prediction interval,39.2
Eggs,October,2007,2007,Upper bound of prediction interval,31.9
Eggs,October,2007,2007,Mid point of prediction interval,28.0
Eggs,October,2007,2007,Lower bound of prediction interval,24.5
Eggs,September,2007,2007,Upper bound of prediction interval,30.1
Eggs,September,2007,2007,Mid point of prediction interval,24.6
Eggs,September,2007,2007,Lower bound of prediction interval,19.9
Eggs,August,2007,2007,Upper bound of prediction interval,29.3
Eggs,August,2007,2007,Mid point of prediction interval,22.3
Eggs,August,2007,2007,Lower bound of prediction interval,16.2
Eggs,July,2007,2007,Upper bound of prediction interval,26.8
Eggs,July,2007,2007,Mid point of prediction interval,18.4
Eggs,July,2007,2007,Lower bound of prediction interval,11.2
Eggs,June,2007,2007,Upper bound of prediction interval,32.3
Eggs,June,2007,2007,Mid point of prediction interval,21.3
Eggs,June,2007,2007,Lower bound of prediction interval,12.1
Eggs,May,2007,2007,Upper bound of prediction interval,31.8
Eggs,May,2007,2007,Mid point of prediction interval,19.1
Eggs,May,2007,2007,Lower bound of prediction interval,8.3
Eggs,April,2007,2007,Upper bound of prediction interval,37.6
Eggs,April,2007,2007,Mid point of prediction interval,22.1
Eggs,April,2007,2007,Lower bound of prediction interval,9.0
Eggs,March,2007,2007,Upper bound of prediction interval,44.0
Eggs,March,2007,2007,Mid point of prediction interval,25.3
Eggs,March,2007,2007,Lower bound of prediction interval,9.7
Eggs,February,2007,2007,Upper bound of prediction interval,36.8
